	UniProtID	Description	GO_Terms
FNBP1L	Q5T0N5	Formin-binding protein 1-like	GO:0005515;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0005938;GO:0006900;GO:0006914;GO:0008289;GO:0010324;GO:0016050;GO:0030050;GO:0031410;GO:0045296;GO:0051020;GO:0051491;GO:0060271;GO:0061024;GO:0072583;GO:0097320
MARCH8	Q5T0T0	E3 ubiquitin-protein ligase MARCH8	GO:0000209;GO:0002250;GO:0004842;GO:0005764;GO:0005765;GO:0005768;GO:0008270;GO:0016021;GO:0030659;GO:0031901
FAM83B	Q5T0W9	Protein FAM83B	GO:0005154;GO:0005737;GO:0007173;GO:0008283;GO:0016020;GO:0019901;GO:0036312;GO:0036313;GO:0004630
UBXN11	Q5T124	UBX domain-containing protein 11	GO:0005515;GO:0005737;GO:0005856;GO:0043161;GO:0043130
RARS2	Q5T160	Probable arginine--tRNA ligase, mitochondrial	GO:0003723;GO:0004814;GO:0005524;GO:0005759;GO:0006418;GO:0032543;GO:0006420;GO:0005739
DCST1	Q5T197	E3 ubiquitin-protein ligase DCST1	GO:0005515;GO:0005886;GO:0006511;GO:0016021;GO:0016567;GO:0045087;GO:0046872;GO:0060339;GO:0061630
DCST2	Q5T1A1	DC-STAMP domain-containing protein 2	GO:0016021
THEM4	Q5T1C6	Acyl-coenzyme A thioesterase THEM4	GO:0005515;GO:0005739;GO:0005743;GO:0005758;GO:0005759;GO:0005829;GO:0005886;GO:0006631;GO:0006637;GO:0016290;GO:0032587;GO:0043491;GO:0051898;GO:0102991;GO:1902108
EYS	Q5T1H1	Protein eyes shut homolog	GO:0001750;GO:0003674;GO:0005509;GO:0005737;GO:0005815;GO:0033165;GO:0043403;GO:0050908;GO:0070062
FKBP15	Q5T1M5	FK506-binding protein 15	GO:0000413;GO:0003755;GO:0003779;GO:0005515;GO:0005769;GO:0006897;GO:0010923;GO:0016020;GO:0005884;GO:0030426
AKNAD1	Q5T1N1	Protein AKNAD1	GO:0000978;GO:0001228;GO:0001837;GO:0045944
SLC35F1	Q5T1Q4	Solute carrier family 35 member F1	GO:0016021;GO:0022857;GO:0055085
HIVEP3	Q5T1R4	Transcription factor HIVEP3	GO:0000981;GO:0003677;GO:0005634;GO:0005737;GO:0006357;GO:0035914;GO:0045893;GO:0046872
NCMAP	Q5T1S8	Noncompact myelin-associated protein	GO:0005887;GO:0019911;GO:0031643;GO:0032290;GO:0033270;GO:0043220
DDX59	Q5T1V6	Probable ATP-dependent RNA helicase DDX59	GO:0003723;GO:0003724;GO:0005524;GO:0005622;GO:0005634;GO:0005737;GO:0046872
ZC3H13	Q5T200	Zinc finger CCCH domain-containing protein 13	GO:0003723;GO:0005515;GO:0005654;GO:0006397;GO:0007275;GO:0008380;GO:0016607;GO:0036396;GO:0046872;GO:0080009;GO:2000036
TRAPPC3L	Q5T215	Trafficking protein particle complex subunit 3-like protein	GO:0005515;GO:0005783;GO:0008150;GO:0030008;GO:0006888;GO:0005794;GO:0006891;GO:0017112;GO:0005829;GO:0033106
UTF1	Q5T230	Undifferentiated embryonic cell transcription factor 1	GO:0003713;GO:0005515;GO:0005634;GO:0006357;GO:0008584;GO:0045944
SPOUT1	Q5T280	Putative methyltransferase C9orf114	GO:0000776;GO:0000777;GO:0003723;GO:0005515;GO:0005737;GO:0007049;GO:0008168;GO:0010608;GO:0031616;GO:0032259;GO:0035196;GO:0035198;GO:0051301;GO:0051661;GO:0072686
TMEM273	Q5T292	Transmembrane protein 273	GO:0016021
TREML2	Q5T2D2	Trem-like transcript 2 protein	GO:0005515;GO:0005886;GO:0009986;GO:0016021;GO:0038023;GO:0042110;GO:0050776;GO:0045088
OTUD3	Q5T2D3	OTU domain-containing protein 3	GO:0004843;GO:0005515;GO:0005737;GO:0005829;GO:0016579;GO:0035871;GO:0036459;GO:0044313;GO:0050821;GO:0051898;GO:0071108;GO:1990167
ARMH3	Q5T2E6	Armadillo-like helical domain-containing protein 3	GO:0005515;GO:0016021
AKR1C8P	Q5T2L2	Putative aldo-keto reductase family 1 member C8	GO:0055114;GO:0005829;GO:0016229;GO:0008106;GO:0008202;GO:0016491;GO:0004032;GO:0047086
ATAD3C	Q5T2N8	ATPase family AAA domain-containing protein 3C	GO:0005524;GO:0005739;GO:0007005;GO:0008270
CCNYL2	Q5T2Q4	Cyclin-Y-like protein 2	GO:0019901;GO:0045737;GO:0016538;GO:0005886
PDSS1	Q5T2R2	Decaprenyl-diphosphate synthase subunit 1	GO:0005759;GO:0006744;GO:0008299;GO:0046872;GO:0046982;GO:0050347;GO:0051290;GO:1990234;GO:0000010
ARMC4	Q5T2S8	Armadillo repeat-containing protein 4	GO:0003341;GO:0003356;GO:0005930;GO:0007368;GO:0036158;GO:0097546
MPP7	Q5T2T1	MAGUK p55 subfamily member 7	GO:0005515;GO:0005654;GO:0005912;GO:0005923;GO:0009967;GO:0019904;GO:0030010;GO:0030054;GO:0031334;GO:0035591;GO:0045296;GO:0046982;GO:0060090;GO:0070830;GO:0071896;GO:0097025
PDZK1	Q5T2W1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	GO:0005124;GO:0005515;GO:0005886;GO:0008283;GO:0015879;GO:0016324;GO:0030165;GO:0031526;GO:0031528;GO:0032414;GO:0044070;GO:0044877;GO:0045121;GO:0070062;GO:0090314;GO:1904064;GO:1990961
TMEM63B	Q5T3F8	CSC1-like protein 2	GO:0005886;GO:0015629;GO:0016021;GO:0034220;GO:0005227
GPATCH4	Q5T3I0	G patch domain-containing protein 4	GO:0003723;GO:0005515
LRIF1	Q5T3J3	Ligand-dependent nuclear receptor-interacting factor 1	GO:0001740;GO:0005515;GO:0005634;GO:0005815;GO:0006355;GO:0009048;GO:0016363;GO:0042974;GO:0000784
ABCC10	Q5T3U5	Multidrug resistance-associated protein 7	GO:0005524;GO:0005765;GO:0005886;GO:0016021;GO:0016887;GO:0034220;GO:0055085;GO:0042626;GO:0016020
IBA57	Q5T440	Putative transferase CAF17, mitochondrial	GO:0003723;GO:0005739;GO:0006783;GO:0016740;GO:0016226;GO:0005759
GJC2	Q5T442	Gap junction gamma-2 protein	GO:0001932;GO:0005921;GO:0005922;GO:0007267;GO:0007420;GO:0009636;GO:0010628;GO:0010644;GO:0016021;GO:0033270;GO:0043204;GO:0043209;GO:0055085;GO:0070447;GO:1903763;GO:1904427;GO:1990769;GO:2000134
HECTD3	Q5T447	E3 ubiquitin-protein ligase HECTD3	GO:0004842;GO:0005515;GO:0016567;GO:0019905;GO:0043161;GO:0048471
RBM20	Q5T481	RNA-binding protein 20	GO:0003723;GO:0005634;GO:0006397;GO:0007507;GO:0008270;GO:0008380;GO:0033120
CERCAM	Q5T4B2	Inactive glycosyltransferase 25 family member 3	GO:0005788;GO:0005886;GO:0007155;GO:0007159
TMTC4	Q5T4D3	Protein O-mannosyl-transferase TMTC4	GO:0000030;GO:0004169;GO:0005783;GO:0016021;GO:0035269
ZFYVE27	Q5T4F4	Protrudin	GO:0005515;GO:0005654;GO:0005783;GO:0005829;GO:0016192;GO:0030176;GO:0030424;GO:0030425;GO:0031175;GO:0032584;GO:0043621;GO:0045773;GO:0046872;GO:0048011;GO:0055038;GO:0071782;GO:0071787;GO:0072659
SFRP5	Q5T4F7	Secreted frizzled-related protein 5	GO:0006915;GO:0007163;GO:0007165;GO:0007275;GO:0007601;GO:0008285;GO:0009653;GO:0017147;GO:0030154;GO:0030178;GO:0030510;GO:0043433;GO:0051898;GO:0090090;GO:2000057;GO:0035567;GO:0060070;GO:0005615
UBR4	Q5T4S7	E3 ubiquitin-protein ligase UBR4	GO:0004842;GO:0005515;GO:0005516;GO:0005654;GO:0005813;GO:0005829;GO:0005886;GO:0006511;GO:0008270;GO:0016020;GO:0016021;GO:0016032;GO:0016567;GO:0035579;GO:0043312;GO:0070821;GO:0101003
TMEM170B	Q5T4T1	Transmembrane protein 170B	GO:0005515;GO:0005886;GO:0016021;GO:0016055;GO:0090090
SYCP2L	Q5T4T6	Synaptonemal complex protein 2-like	GO:0000780;GO:0005654
ARTN	Q5T4W7	Artemin	GO:0000165;GO:0005102;GO:0005515;GO:0005576;GO:0007165;GO:0007405;GO:0007411;GO:0050930;GO:0061146;GO:0097021;GO:0007422;GO:0008083;GO:0005615
LCE3C	Q5T5A8	Late cornified envelope protein 3C	GO:0005515;GO:0031424;GO:0031640;GO:0050829;GO:0050830;GO:0018149;GO:0001533;GO:0030216;GO:0005198;GO:0005737
LCE3E	Q5T5B0	Late cornified envelope protein 3E	GO:0005515;GO:0031424;GO:0005737;GO:0018149;GO:0030216;GO:0001533;GO:0005198
STXBP5	Q5T5C0	Syntaxin-binding protein 5	GO:0005829;GO:0005892;GO:0006887;GO:0008021;GO:0015031;GO:0017075;GO:0017157;GO:0030054;GO:0030659;GO:0031594;GO:0043547;GO:0045921;GO:0098685;GO:0098888;GO:0099504;GO:0099523;GO:0031201;GO:0019905;GO:0045159;GO:0005737;GO:0005886;GO:0017137;GO:0005096
ZNF684	Q5T5D7	Zinc finger protein 684	GO:0000981;GO:0003677;GO:0006357;GO:0046872;GO:0005634
CCNJ	Q5T5M9	Cyclin-J	GO:0006468;GO:0004672;GO:0005634;GO:0019901;GO:0005737;GO:0044772;GO:0000079;GO:0000307;GO:0016538
KIAA1217	Q5T5P2	Sickle tail protein homolog	GO:0003674;GO:0005737;GO:0048706
ARHGAP21	Q5T5U3	Rho GTPase-activating protein 21	GO:0000139;GO:0005096;GO:0005515;GO:0005794;GO:0005829;GO:0005886;GO:0007030;GO:0007165;GO:0015629;GO:0030054;GO:0030659;GO:0043547;GO:0051056;GO:0051683;GO:0051684;GO:0072384
BEND3	Q5T5X7	BEN domain-containing protein 3	GO:0000122;GO:0000182;GO:0000183;GO:0005515;GO:0005654;GO:0005720;GO:0005730;GO:0006306;GO:0034773;GO:0036124;GO:0043967;GO:0051260;GO:0080182;GO:0098532;GO:1903580
CAMSAP1	Q5T5Y3	Calmodulin-regulated spectrin-associated protein 1	GO:0000226;GO:0005516;GO:0005737;GO:0005874;GO:0007010;GO:0008017;GO:0022604;GO:0030507;GO:0031113;GO:0031175;GO:0051011;GO:0036449;GO:0007026;GO:0031122
ADGRF1	Q5T601	Adhesion G-protein coupled receptor F1	GO:0004930;GO:0005576;GO:0005886;GO:0007166;GO:0007186;GO:0007189;GO:0007416;GO:0007613;GO:0016021;GO:0031175;GO:0032793
ZNF648	Q5T619	Zinc finger protein 648	GO:0000981;GO:0006357;GO:0046872;GO:0006355;GO:0003700;GO:0005634;GO:0003677
MRPL2	Q5T653	39S ribosomal protein L2, mitochondrial	GO:0003723;GO:0005739;GO:0005743;GO:0005762;GO:0070125;GO:0070126;GO:0003735;GO:0032543
CFAP58	Q5T655	Cilia- and flagella-associated protein 58	GO:0005515;GO:0005615;GO:0005929
C10orf62	Q5T681	Uncharacterized protein C10orf62	GO:0005515
AVPI1	Q5T686	Arginine vasopressin-induced protein 1	GO:0005515;GO:0007049;GO:0000187
DCAF12	Q5T6F0	DDB1- and CUL4-associated factor 12	GO:0005515;GO:0005737;GO:0005813;GO:0016567;GO:0080008
UBAP2	Q5T6F2	Ubiquitin-associated protein 2	GO:0003723;GO:0045296;GO:0005634;GO:0005737
IDNK	Q5T6J7	Probable gluconokinase	GO:0003674;GO:0005524;GO:0008150;GO:0016310;GO:0046177;GO:0046316
ERMARD	Q5T6L9	Endoplasmic reticulum membrane-associated RNA degradation protein	GO:0003674;GO:0005789;GO:0007275;GO:0008150;GO:0016021
LINC00242	Q5T6M2	Putative uncharacterized protein encoded by LINC00242	GO:0005515
PHF19	Q5T6S3	PHD finger protein 19	GO:0005515;GO:0005654;GO:0006325;GO:0035064;GO:0045814;GO:0046872;GO:0061087;GO:0035098;GO:0031491;GO:0003700;GO:0043565;GO:0045893
C9orf64	Q5T6V5	Queuosine salvage protein	GO:0003674;GO:0005575;GO:0008150;GO:0101030
FAM162B	Q5T6X4	Protein FAM162B	GO:0016021
GPRC6A	Q5T6X5	G-protein coupled receptor family C group 6 member A	GO:0005886;GO:0007186;GO:0009986;GO:0019722;GO:0043200;GO:0005887;GO:0038023;GO:0004930
LDLRAD1	Q5T700	Low-density lipoprotein receptor class A domain-containing protein 1	GO:0005515;GO:0016021
C10orf25	Q5T742	Uncharacterized protein C10orf25	GO:0005576
KPRP	Q5T749	Keratinocyte proline-rich protein	GO:0005515;GO:0005737;GO:0070062
XP32	Q5T750	Skin-specific protein 32	GO:0003674;GO:0008544;GO:0005737;GO:0018149;GO:0030216;GO:0005198;GO:0001533
LCE1C	Q5T751	Late cornified envelope protein 1C	GO:0031424;GO:0005198;GO:0030216;GO:0005737;GO:0018149;GO:0001533
LCE1D	Q5T752	Late cornified envelope protein 1D	GO:0001533;GO:0005515;GO:0005737;GO:0031424;GO:0048471;GO:0050890;GO:0071277;GO:0030216;GO:0018149;GO:0005198
LCE1E	Q5T753	Late cornified envelope protein 1E	GO:0031424;GO:0018149;GO:0005198;GO:0001533;GO:0030216;GO:0005737
LCE1F	Q5T754	Late cornified envelope protein 1F	GO:0031424;GO:0005737;GO:0005198;GO:0030216;GO:0001533;GO:0018149
IFIT1B	Q5T764	Interferon-induced protein with tetratricopeptide repeats 1B	GO:0005515;GO:0005829;GO:0051607
KIF24	Q5T7B8	Kinesin-like protein KIF24	GO:0003777;GO:0005515;GO:0005524;GO:0005814;GO:0005829;GO:0007019;GO:0032991;GO:0042802;GO:0060271;GO:0097711;GO:0005874;GO:0016887;GO:0005871;GO:0007018;GO:0008017
C1QTNF12	Q5T7M4	Adipolin	GO:0005179;GO:0005576;GO:0007165;GO:0035774;GO:0046324;GO:0050728;GO:0051897;GO:0045721;GO:0046326;GO:0005615;GO:0046628;GO:0010906
DIPK1A	Q5T7M9	Divergent protein kinase domain 1A	GO:0005789;GO:0016021
L1TD1	Q5T7N2	LINE-1 type transposase domain-containing protein 1	GO:0005515;GO:0003727;GO:0032197;GO:1990904
KANK4	Q5T7N3	KN motif and ankyrin repeat domain-containing protein 4	GO:0005737;GO:0005829;GO:0015630;GO:0030837
LCE1A	Q5T7P2	Late cornified envelope protein 1A	GO:0005829;GO:0070268;GO:0005198;GO:0030216;GO:0001533;GO:0005737;GO:0018149
LCE1B	Q5T7P3	Late cornified envelope protein 1B	GO:0005515;GO:0031424;GO:0030216;GO:0018149;GO:0005737;GO:0005198;GO:0001533
TMEM78	Q5T7P6	Transmembrane protein 78	GO:0016021
SYT6	Q5T7P8	Synaptotagmin-6	GO:0005829;GO:0005886;GO:0016021;GO:0019898;GO:0019905;GO:0030054;GO:0030276;GO:0030672;GO:0042803;GO:0048306;GO:0060478;GO:0097038;GO:0098978;GO:0099525;GO:0099699;GO:0005544;GO:0000149;GO:0001786;GO:0005509;GO:0071277;GO:0016192;GO:0014059;GO:0017156;GO:0017158;GO:0070382
C1orf185	Q5T7R7	Uncharacterized protein C1orf185	GO:0016021
GORAB	Q5T7V8	RAB6-interacting golgin	GO:0005515;GO:0005634;GO:0005654;GO:0005730;GO:0005737;GO:0005794;GO:0005829;GO:0031069;GO:1901622;GO:1905515
ZNF618	Q5T7W0	Zinc finger protein 618	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872
TSTD2	Q5T7W7	Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2	GO:0003674;GO:0005515;GO:0005575;GO:0008150
GPR158	Q5T848	Probable G-protein coupled receptor 158	GO:0004930;GO:0005886;GO:0007186;GO:0016021;GO:0072659
ERCC6L2	Q5T890	DNA excision repair protein ERCC-6-like 2	GO:0003677;GO:0004386;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0019901;GO:0032991;GO:0034614;GO:0036297;GO:0005813
PPP1R26	Q5T8A7	Protein phosphatase 1 regulatory subunit 26	GO:0004864;GO:0005515;GO:0005730;GO:0010923;GO:0032515
ACBD5	Q5T8D3	Acyl-CoA-binding domain-containing protein 5	GO:0000062;GO:0003674;GO:0005634;GO:0005654;GO:0005777;GO:0005778;GO:0008289;GO:0009062;GO:0016020;GO:0016021;GO:0030242;GO:0016236;GO:0035973
HENMT1	Q5T8I9	Small RNA 2'-O-methyltransferase	GO:0001510;GO:0003723;GO:0005515;GO:0008171;GO:0008173;GO:0034587;GO:0043186;GO:0046872;GO:0005737;GO:0005634;GO:0030422
RBM26	Q5T8P6	RNA-binding protein 26	GO:0003723;GO:0005515;GO:0006397;GO:0010923;GO:0046872;GO:0005634;GO:0046833;GO:0003729
ATAD3B	Q5T9A4	ATPase family AAA domain-containing protein 3B	GO:0005524;GO:0005739;GO:0005743;GO:0005886;GO:0030667;GO:0043312;GO:0101003;GO:0007005;GO:0008270
FAM102A	Q5T9C2	Protein FAM102A	GO:0005515
PIP5KL1	Q5T9C9	Phosphatidylinositol 4-phosphate 5-kinase-like protein 1	GO:0001933;GO:0005524;GO:0005829;GO:0010917;GO:0016020;GO:0016308;GO:0030336;GO:0042995;GO:0043065;GO:0046854
ARMC12	Q5T9G4	Armadillo repeat-containing protein 12	GO:0005634
WLS	Q5T9L3	Protein wntless homolog	GO:0000139;GO:0001707;GO:0005515;GO:0005769;GO:0005789;GO:0005794;GO:0005802;GO:0005886;GO:0006886;GO:0009948;GO:0016021;GO:0016055;GO:0017147;GO:0030177;GO:0030666;GO:0030901;GO:0030902;GO:0031017;GO:0031410;GO:0031852;GO:0031901;GO:0032590;GO:0032839;GO:0043123;GO:0061355;GO:0061357;GO:0070062;GO:0090263
TEDDM1	Q5T9Z0	Transmembrane epididymal protein 1	GO:0016021
RNF187	Q5TA31	E3 ubiquitin-protein ligase RNF187	GO:0004842;GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0008284;GO:0043161;GO:0045893;GO:0046872;GO:0051865;GO:0070936
INTS11	Q5TA45	Integrator complex subunit 11	GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0016180;GO:0016787;GO:0032039;GO:0042795;GO:0072562
CPTP	Q5TA50	Ceramide-1-phosphate transfer protein	GO:0005543;GO:0005640;GO:0005794;GO:0005829;GO:0005886;GO:0006687;GO:0010008;GO:0010507;GO:0050713;GO:1900226;GO:1902387;GO:1902388;GO:1902389;GO:0046836;GO:0008289;GO:0035627;GO:0120009
LCE3A	Q5TA76	Late cornified envelope protein 3A	GO:0031424;GO:0031640;GO:0050829;GO:0050830;GO:0018149;GO:0030216;GO:0001533;GO:0005198;GO:0005737
LCE3B	Q5TA77	Late cornified envelope protein 3B	GO:0031424;GO:0031640;GO:0050829;GO:0050830;GO:0030216;GO:0005737;GO:0018149;GO:0001533;GO:0005198
LCE4A	Q5TA78	Late cornified envelope protein 4A	GO:0005515;GO:0031424;GO:0018149;GO:0005737;GO:0030216;GO:0001533;GO:0005198
LCE2A	Q5TA79	Late cornified envelope protein 2A	GO:0005515;GO:0031424;GO:0005198;GO:0001533;GO:0005737;GO:0018149;GO:0030216
LCE2C	Q5TA81	Late cornified envelope protein 2C	GO:0031424;GO:0030216;GO:0001533;GO:0005198;GO:0005737;GO:0018149
LCE2D	Q5TA82	Late cornified envelope protein 2D	GO:0005515;GO:0031424;GO:0005737;GO:0018149;GO:0030216;GO:0005198;GO:0001533
HES5	Q5TA89	Transcription factor HES-5	GO:0000122;GO:0000981;GO:0001227;GO:0003682;GO:0005575;GO:0005654;GO:0007155;GO:0007219;GO:0007224;GO:0007420;GO:0008134;GO:0008284;GO:0014003;GO:0021537;GO:0021781;GO:0021861;GO:0021915;GO:0022010;GO:0030513;GO:0031641;GO:0042531;GO:0043010;GO:0045595;GO:0045608;GO:0045665;GO:0045747;GO:0045893;GO:0045944;GO:0046427;GO:0046983;GO:0048469;GO:0048661;GO:0048708;GO:0048712;GO:0048715;GO:0050678;GO:0050767;GO:0051216;GO:0060122;GO:0065003;GO:0072049;GO:0072050;GO:0072086;GO:0072282;GO:0090162;GO:0097150;GO:2000737;GO:2000974;GO:2000978;GO:0002062;GO:0030154;GO:0000977;GO:0007417;GO:0005634;GO:0009952
RIPPLY2	Q5TAB7	Protein ripply2	GO:0001503;GO:0001756;GO:0005515;GO:0005634;GO:0007219;GO:0007368;GO:0032525;GO:0036342;GO:0060349;GO:0000122;GO:0009880
NBPF12	Q5TAG4	Neuroblastoma breakpoint family member 12	GO:0005737
SLC9C2	Q5TAH2	Sodium/hydrogen exchanger 11	GO:0016021;GO:0098656;GO:1902600;GO:0051453;GO:0098719;GO:0071805;GO:0005886;GO:0015386;GO:0015385
UTP14C	Q5TAP6	U3 small nucleolar RNA-associated protein 14 homolog C	GO:0005515;GO:0005730;GO:0005829;GO:0006364;GO:0007275;GO:0007283;GO:0030154;GO:0051321;GO:0032040
DCAF8	Q5TAQ9	DDB1- and CUL4-associated factor 8	GO:0005515;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0016567;GO:0043687;GO:0080008
COL13A1	Q5TAT6	Collagen alpha-1(XIII) chain	GO:0001763;GO:0001958;GO:0005515;GO:0005576;GO:0005600;GO:0005788;GO:0005886;GO:0007160;GO:0008201;GO:0030020;GO:0030154;GO:0030198;GO:0030574;GO:0045211;GO:0062023;GO:0098609;GO:0031012;GO:0005201;GO:0005615;GO:0005911
TUT4	Q5TAX3	Terminal uridylyltransferase 4	GO:0000289;GO:0001556;GO:0003723;GO:0005515;GO:0005615;GO:0005730;GO:0005737;GO:0005829;GO:0008270;GO:0010526;GO:0010586;GO:0010587;GO:0019827;GO:0031054;GO:0031123;GO:0035198;GO:0036464;GO:0050265;GO:0070062;GO:0071076;GO:1990074;GO:0071044
DEPDC1	Q5TB30	DEP domain-containing protein 1A	GO:0005096;GO:0005515;GO:0005634;GO:0017053;GO:0035556;GO:0043547;GO:0045892
CEP162	Q5TB80	Centrosomal protein of 162 kDa	GO:0005515;GO:0005634;GO:0005813;GO:0005814;GO:0005819;GO:0005829;GO:0005879;GO:0060271;GO:0097711
FRY	Q5TBA9	Protein furry homolog	GO:0000922;GO:0004857;GO:0005815;GO:0043086;GO:1904428;GO:0005938;GO:0031175;GO:0000902
RNASEH2B	Q5TBB1	Ribonuclease H2 subunit B	GO:0001701;GO:0005634;GO:0005654;GO:0006401;GO:0010389;GO:0010629;GO:0032299;GO:0048146;GO:0090502;GO:2000001;GO:0009259;GO:0004523
BCL2L15	Q5TBC7	Bcl-2-like protein 15	GO:0005515;GO:0006915;GO:0042981;GO:0005829;GO:0005634
ATPAF1	Q5TC12	ATP synthase mitochondrial F1 complex assembly factor 1	GO:0005515;GO:0005739;GO:0033615
GRTP1	Q5TC63	Growth hormone-regulated TBC protein 1	GO:0005623;GO:0090630;GO:0005096;GO:0017137;GO:0006886
ZBTB37	Q5TC79	Zinc finger and BTB domain-containing protein 37	GO:0000981;GO:0003677;GO:0005634;GO:0006357;GO:0046872
RC3H1	Q5TC82	Roquin-1	GO:0000209;GO:0000288;GO:0000932;GO:0000956;GO:0001782;GO:0002634;GO:0002635;GO:0003723;GO:0003725;GO:0003730;GO:0004842;GO:0005515;GO:0008270;GO:0010494;GO:0010608;GO:0030889;GO:0033962;GO:0035198;GO:0035613;GO:0042098;GO:0043029;GO:0043488;GO:0045623;GO:0046007;GO:0048535;GO:0048536;GO:0050852;GO:0050856;GO:0061014;GO:0061158;GO:0061470;GO:0061630;GO:0071347;GO:1901224;GO:2000320;GO:2000628
OGFRL1	Q5TC84	Opioid growth factor receptor-like protein 1	GO:0004985;GO:0016020;GO:0038003
CYP4A22	Q5TCH4	Cytochrome P450 4A22	GO:0002933;GO:0005506;GO:0005615;GO:0005789;GO:0020037;GO:0055114;GO:0102116;GO:0103002;GO:0052869;GO:0097267
LCE5A	Q5TCM9	Late cornified envelope protein 5A	GO:0031424;GO:0030216;GO:0001533;GO:0005737;GO:0018149;GO:0005198
MAGI3	Q5TCQ9	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3	GO:0004385;GO:0005515;GO:0005524;GO:0005634;GO:0005886;GO:0005923;GO:0006915;GO:0016020;GO:0016032;GO:0030054;GO:0035556;GO:0046037;GO:0046328;GO:0046710;GO:0060090;GO:0007165;GO:0005911;GO:0005737
AK9	Q5TCS8	Adenylate kinase 9	GO:0004550;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0006174;GO:0006186;GO:0006756;GO:0006757;GO:0015949;GO:0031965;GO:0050145;GO:0061508;GO:0061565;GO:0061566;GO:0061567;GO:0061568;GO:0061569;GO:0061570;GO:0061571
MAP3K21	Q5TCX8	Mitogen-activated protein kinase kinase kinase 21	GO:0000186;GO:0004709;GO:0005515;GO:0005524;GO:0005575;GO:0006468;GO:0007257;GO:0042803;GO:0046777
TTBK1	Q5TCY1	Tau-tubulin kinase 1	GO:0004674;GO:0005524;GO:0005654;GO:0005829;GO:0005875;GO:0006468;GO:0007611;GO:0010628;GO:0010629;GO:0018105;GO:0018107;GO:0018108;GO:0021762;GO:0032091;GO:0032273;GO:0043025;GO:0048156;GO:0048471;GO:0050321;GO:0061890;GO:1903980;GO:1904031;GO:2001056;GO:0005634;GO:0005737
SH3PXD2A	Q5TCZ1	SH3 and PX domain-containing protein 2A	GO:0001701;GO:0002020;GO:0002102;GO:0005515;GO:0005546;GO:0005829;GO:0006801;GO:0010314;GO:0030054;GO:0030198;GO:0032266;GO:0042995;GO:0043085;GO:0043325;GO:0070273;GO:0072675;GO:0016176;GO:0035091
RSPH4A	Q5TD94	Radial spoke head protein 4 homolog A	GO:0001534;GO:0003341;GO:0003674;GO:0005634;GO:0005654;GO:0005730;GO:0005930;GO:0031514;GO:0035082;GO:0060294
FHL5	Q5TD97	Four and a half LIM domains protein 5	GO:0003713;GO:0005515;GO:0045944;GO:0046872;GO:0030018;GO:0005634
DDI2	Q5TDH0	Protein DDI1 homolog 2	GO:0004190;GO:0005515;GO:0005654;GO:0005694;GO:0005829;GO:0010498;GO:0016485;GO:0031647;GO:0042802;GO:0043130;GO:0072711;GO:0097752
LGSN	Q5TDP6	Lengsin	GO:0005886;GO:0016020;GO:0004356;GO:0019740;GO:0006542
C20orf194	Q5TEA3	Uncharacterized protein C20orf194	GO:0005515;GO:0005575;GO:0008150
SEL1L2	Q5TEA6	Protein sel-1 homolog 2	GO:0016021;GO:0000839;GO:0030433;GO:0004842
ZNF697	Q5TEC3	Zinc finger protein 697	GO:0000981;GO:0003674;GO:0003677;GO:0005575;GO:0005634;GO:0006357;GO:0008150;GO:0046872
HIST2H3PS2	Q5TEC6	Histone H3	GO:0005634;GO:0046982;GO:0000786;GO:0031492
THEMIS2	Q5TEJ8	Protein THEMIS2	GO:0005515;GO:0006954;GO:0007155;GO:0050852;GO:0005737;GO:0005634
NDUFAF5	Q5TEU4	Arginine-hydroxylase NDUFAF5, mitochondrial	GO:0003674;GO:0005515;GO:0005739;GO:0005743;GO:0008168;GO:0016491;GO:0030961;GO:0031314;GO:0032259;GO:0032981;GO:0055114
C1orf134	Q5TEV5	Putative uncharacterized protein C1orf134	GO:0005576
C6orf163	Q5TEZ5	Uncharacterized protein C6orf163	GO:0003674;GO:0005575;GO:0008150
SOGA3	Q5TF21	Protein SOGA3	GO:0005615;GO:0010506;GO:0016021
MFSD4B	Q5TF39	Sodium-dependent glucose transporter 1	GO:0006814;GO:0015293;GO:0016021;GO:0016324;GO:1904659;GO:0005355
IFFO2	Q5TF58	Intermediate filament family orphan 2	GO:0005882
NT5DC1	Q5TFE4	5'-nucleotidase domain-containing protein 1	GO:0016311;GO:0046872;GO:0008253
ZC2HC1B	Q5TFG8	Zinc finger C2HC domain-containing protein 1B	GO:0046872
ARHGAP40	Q5TG30	Rho GTPase-activating protein 40	GO:0005829;GO:0007165;GO:0043547;GO:0051056;GO:0032956;GO:0005737;GO:0005096;GO:0030833
