	Description	UniProtID
Nans	N-acetylneuraminic acid synthase (sialic acid synthase)	MGI:2149820
Nap1l1	nucleosome assembly protein 1-like 1	MGI:1855693
Nap1l2	nucleosome assembly protein 1-like 2	MGI:106654
Nap1l3	nucleosome assembly protein 1-like 3	MGI:1859565
Nap1l4	nucleosome assembly protein 1-like 4	MGI:1316687
Nap1l5	nucleosome assembly protein 1-like 5	MGI:1923555
Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha	MGI:104563
Napb	N-ethylmaleimide sensitive fusion protein attachment protein beta	MGI:104562
Napepld	N-acyl phosphatidylethanolamine phospholipase D	MGI:2140885
Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma	MGI:104561
Naprt	nicotinate phosphoribosyltransferase	MGI:2442664
Napsa	napsin A aspartic peptidase	MGI:109365
Narf	nuclear prelamin A recognition factor	MGI:1914858
Nars	asparaginyl-tRNA synthetase	MGI:1917473
Nars2	asparaginyl-tRNA synthetase 2 (mitochondrial)(putative)	MGI:2142075
Nasp	nuclear autoantigenic sperm protein (histone-binding)	MGI:1355328
Nat1	N-acetyl transferase 1	MGI:97279
Nat10	N-acetyltransferase 10	MGI:2138939
Nat14	N-acetyltransferase 14	MGI:3039561
Nat2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	MGI:109201
Nat3	N-acetyltransferase 3	MGI:102537
Nat8	N-acetyltransferase 8 (GCN5-related)	MGI:1915646
Nat8b-ps	N-acetyltransferase 8B, pseudogene	MGI:3644831
Nat8f1	N-acetyltransferase 8 (GCN5-related) family member 1	MGI:1913366
Nat8f2	N-acetyltransferase 8 (GCN5-related) family member 2	MGI:2136446
Nat8f3	N-acetyltransferase 8 (GCN5-related) family member 3	MGI:2136449
Nat8f4	N-acetyltransferase 8 (GCN5-related) family member 4	MGI:1922791
Nat8f5	N-acetyltransferase 8 (GCN5-related) family member 5	MGI:1916299
Nat8f6	N-acetyltransferase 8 (GCN5-related) family member 6	MGI:3779382
Nat8f7	N-acetyltransferase 8 (GCN5-related) family member 7	MGI:3782661
Nat8l	N-acetyltransferase 8-like	MGI:2447776
Nat9	N-acetyltransferase 9 (GCN5-related, putative)	MGI:1913426
Natd1	N-acetyltransferase domain containing 1	MGI:1344388
Nav1	neuron navigator 1	MGI:2183683
Nav2	neuron navigator 2	MGI:2183691
Nav3	neuron navigator 3	MGI:2183703
Naxd	NAD(P)HX dehydratase	MGI:1913353
Naxe	NAD(P)HX epimerase	MGI:2180167
Nbas	neuroblastoma amplified sequence	MGI:1918419
Nbdy	negative regulator of P-body association	MGI:1917373
Nbea	neurobeachin,Neurobeachin	MGI:1347075
Nbeal1	neurobeachin like 1	MGI:2444343
Nbeal2	neurobeachin-like 2	MGI:2448554
Nbl1	NBL1, DAN family BMP antagonist	MGI:104591
Nbn	nibrin	MGI:1351625
Nbr1	NBR1, autophagy cargo receptor,Next to BRCA1 gene 1 protein	MGI:108498
Ncald	neurocalcin delta	MGI:1196326
Ncam1	neural cell adhesion molecule 1,Neural cell adhesion molecule 1	MGI:97281
Ncam2	neural cell adhesion molecule 2	MGI:97282
Ncan	neurocan,Neurocan core protein	MGI:104694
Ncapd2	non-SMC condensin I complex, subunit D2	MGI:1915548
Ncapd3	non-SMC condensin II complex, subunit D3	MGI:2142989
Ncapg	non-SMC condensin I complex, subunit G	MGI:1930197
Ncapg2	non-SMC condensin II complex, subunit G2	MGI:1923294
Ncaph	non-SMC condensin I complex, subunit H	MGI:2444777
Ncaph2	non-SMC condensin II complex, subunit H2	MGI:1289164
Ncbp1	nuclear cap binding protein subunit 1	MGI:1891840
Ncbp2	nuclear cap binding protein subunit 2	MGI:1915342
Ncbp3	nuclear cap binding subunit 3	MGI:1914124
Nccrp1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	MGI:2685009
Ncdn	neurochondrin	MGI:1347351
Nceh1	neutral cholesterol ester hydrolase 1	MGI:2443191
Ncf1	neutrophil cytosolic factor 1	MGI:97283
Ncf2	neutrophil cytosolic factor 2	MGI:97284
Ncf4	neutrophil cytosolic factor 4	MGI:109186
Nck1	non-catalytic region of tyrosine kinase adaptor protein 1	MGI:109601
Nck2	non-catalytic region of tyrosine kinase adaptor protein 2,Cytoplasmic protein NCK2	MGI:1306821
Nckap1	NCK-associated protein 1	MGI:1355333
Nckap1l	NCK associated protein 1 like	MGI:1926063
Nckap5	NCK-associated protein 5	MGI:2686394
Nckap5l	NCK-associated protein 5-like	MGI:3609653
Nckap5los	NCK-associated protein 5-like, opposite strand	MGI:1918162
Nckipsd	NCK interacting protein with SH3 domain	MGI:1931834
Ncl	nucleolin	MGI:97286
Ncln	nicalin	MGI:1926081
Ncmap	noncompact myelin associated protein	MGI:2444888
Ncoa1	nuclear receptor coactivator 1,Nuclear receptor coactivator 1	MGI:1276523
Ncoa2	nuclear receptor coactivator 2,Nuclear receptor coactivator 2	MGI:1276533
Ncoa3	nuclear receptor coactivator 3,Nuclear receptor coactivator 3	MGI:1276535
Ncoa4	nuclear receptor coactivator 4	MGI:1350932
Ncoa5	nuclear receptor coactivator 5	MGI:2385165
Ncoa6	nuclear receptor coactivator 6,Nuclear receptor coactivator 6	MGI:1929915
Ncoa7	nuclear receptor coactivator 7	MGI:2444847
Ncor1	nuclear receptor co-repressor 1,Nuclear receptor corepressor 1	MGI:1349717
Ncor2	nuclear receptor co-repressor 2,Nuclear receptor corepressor 2	MGI:1337080
Ncr1	natural cytotoxicity triggering receptor 1	MGI:1336212
Ncs1	neuronal calcium sensor 1	MGI:109166
Ncstn	nicastrin,Nicastrin	MGI:1891700
Nct1	non-coding in testis 1	MGI:3775246
Nct2	non-coding in testis 2	MGI:3775249
Ndc1	NDC1 transmembrane nucleoporin	MGI:1920037
Ndc80	NDC80 kinetochore complex component	MGI:1914302
Nde1	nudE neurodevelopment protein 1	MGI:1914453
Ndel1	nudE neurodevelopment protein 1 like 1	MGI:1932915
Ndfip1	Nedd4 family interacting protein 1	MGI:1929601
Ndfip2	Nedd4 family interacting protein 2	MGI:1923523
Ndn	necdin, MAGE family member	MGI:97290
Ndnf	neuron-derived neurotrophic factor	MGI:1915419
Ndor1	NADPH dependent diflavin oxidoreductase 1	MGI:1926047
Ndp	Norrie disease (pseudoglioma) (human)	MGI:102570
Ndrg1	N-myc downstream regulated gene 1	MGI:1341799
Ndrg2	N-myc downstream regulated gene 2	MGI:1352498
Ndrg3	N-myc downstream regulated gene 3	MGI:1352499
Ndrg4	N-myc downstream regulated gene 4	MGI:2384590
Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	MGI:104719
Ndst2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	MGI:97040
Ndst3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	MGI:1932544
Ndst4	N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4	MGI:1932545
Ndufa1	NADH:ubiquinone oxidoreductase subunit A1	MGI:1929511
Ndufa10	NADH:ubiquinone oxidoreductase subunit A10	MGI:1914523
Ndufa11	NADH:ubiquinone oxidoreductase subunit A11	MGI:1917125
Ndufa12	NADH:ubiquinone oxidoreductase subunit A12	MGI:1913664
Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	MGI:1914434
Ndufa2	NADH:ubiquinone oxidoreductase subunit A2	MGI:1343103
Ndufa3	NADH:ubiquinone oxidoreductase subunit A3	MGI:1913341
Ndufa4	Ndufa4, mitochondrial complex associated	MGI:107686
Ndufa4l2	Ndufa4, mitochondrial complex associated like 2	MGI:3039567
Ndufa5	NADH:ubiquinone oxidoreductase subunit A5	MGI:1915452
Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	MGI:1914380
Ndufa7	NADH:ubiquinone oxidoreductase subunit A7	MGI:1913666
Ndufa8	NADH:ubiquinone oxidoreductase subunit A8	MGI:1915625
Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	MGI:1913358
Ndufab1	NADH:ubiquinone oxidoreductase subunit AB1	MGI:1917566
Ndufaf1	NADH:ubiquinone oxidoreductase complex assembly factor 1	MGI:1916952
Ndufaf2	NADH:ubiquinone oxidoreductase complex assembly factor 2	MGI:1922847
Ndufaf3	NADH:ubiquinone oxidoreductase complex assembly factor 3	MGI:1913956
Ndufaf4	NADH:ubiquinone oxidoreductase complex assembly factor 4	MGI:1915743
Ndufaf5	NADH:ubiquinone oxidoreductase complex assembly factor 5	MGI:1916737
Ndufaf6	NADH:ubiquinone oxidoreductase complex assembly factor 6	MGI:1924197
Ndufaf7	NADH:ubiquinone oxidoreductase complex assembly factor 7	MGI:1920944
Ndufaf8	NADH:ubiquinone oxidoreductase complex assembly factor 8	MGI:1913676
Ndufb1	NADH:ubiquinone oxidoreductase subunit B1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1	MGI:3780865,P0DN34
Ndufb10	NADH:ubiquinone oxidoreductase subunit B10	MGI:1915592
Ndufb11	NADH:ubiquinone oxidoreductase subunit B11	MGI:1349919
Ndufb11b	NADH:ubiquinone oxidoreductase subunit B11B	MGI:1913596
Ndufb2	NADH:ubiquinone oxidoreductase subunit B2	MGI:1915448
Ndufb3	NADH:ubiquinone oxidoreductase subunit B3	MGI:1913745
Ndufb4	NADH:ubiquinone oxidoreductase subunit B4	MGI:1915444
Ndufb4b	NADH:ubiquinone oxidoreductase subunit B4B	MGI:3782046
Ndufb5	NADH:ubiquinone oxidoreductase subunit B5	MGI:1913296
Ndufb6	NADH:ubiquinone oxidoreductase subunit B6	MGI:2684983
Ndufb7	NADH:ubiquinone oxidoreductase subunit B7	MGI:1914166
Ndufb8	NADH:ubiquinone oxidoreductase subunit B8	MGI:1914514
Ndufb9	NADH:ubiquinone oxidoreductase subunit B9	MGI:1913468
Ndufc1	NADH:ubiquinone oxidoreductase subunit C1	MGI:1913627
Ndufc2	NADH:ubiquinone oxidoreductase subunit C2	MGI:1344370
Ndufs1	NADH:ubiquinone oxidoreductase core subunit S1	MGI:2443241
Ndufs2	NADH:ubiquinone oxidoreductase core subunit S2	MGI:2385112
Ndufs3	NADH:ubiquinone oxidoreductase core subunit S3	MGI:1915599
Ndufs4	NADH:ubiquinone oxidoreductase core subunit S4	MGI:1343135
Ndufs5	NADH:ubiquinone oxidoreductase core subunit S5	MGI:1890889
Ndufs6	NADH:ubiquinone oxidoreductase core subunit S6	MGI:107932
Ndufs7	NADH:ubiquinone oxidoreductase core subunit S7	MGI:1922656
Ndufs8	NADH:ubiquinone oxidoreductase core subunit S8	MGI:2385079
Ndufv1	NADH:ubiquinone oxidoreductase core subunit V1	MGI:107851
Ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	MGI:1920150
Ndufv3	NADH:ubiquinone oxidoreductase core subunit V3	MGI:1890894
Neat1	nuclear paraspeckle assembly transcript 1 (non-protein coding)	MGI:1914211
Neb	nebulin	MGI:97292
Nebl	nebulette	MGI:1921353
Necab1	N-terminal EF-hand calcium binding protein 1	MGI:1916602
Necab2	N-terminal EF-hand calcium binding protein 2	MGI:2152211
Necab3	N-terminal EF-hand calcium binding protein 3	MGI:1861721
Necap1	NECAP endocytosis associated 1	MGI:1914852
Necap2	NECAP endocytosis associated 2	MGI:1913397
Nectin1	nectin cell adhesion molecule 1	MGI:1926483
Nectin2	nectin cell adhesion molecule 2	MGI:97822
Nectin3	nectin cell adhesion molecule 3	MGI:1930171
Nectin4	nectin cell adhesion molecule 4	MGI:1918990
Nedd1	neural precursor cell expressed, developmentally down-regulated gene 1	MGI:97293
Nedd4	neural precursor cell expressed, developmentally down-regulated 4	MGI:97297
Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	MGI:1933754
Nedd8	neural precursor cell expressed, developmentally down-regulated gene 8	MGI:97301
Nedd9	neural precursor cell expressed, developmentally down-regulated gene 9	MGI:97302
Nefh	neurofilament, heavy polypeptide	MGI:97309
Nefl	neurofilament, light polypeptide	MGI:97313
Nefm	neurofilament, medium polypeptide	MGI:97314
Negr1	neuronal growth regulator 1	MGI:2444846
Neil1	nei endonuclease VIII-like 1 (E. coli)	MGI:1920024
Neil2	nei like 2 (E. coli)	MGI:2686058
Neil3	nei like 3 (E. coli),Endonuclease 8-like 3	MGI:2384588
Nek1	NIMA (never in mitosis gene a)-related expressed kinase 1	MGI:97303
Nek10	NIMA (never in mitosis gene a)- related kinase 10	MGI:2685128
Nek11	NIMA (never in mitosis gene a)-related expressed kinase 11	MGI:2442276
Nek2	NIMA (never in mitosis gene a)-related expressed kinase 2	MGI:109359
Nek3	NIMA (never in mitosis gene a)-related expressed kinase 3	MGI:1344371
Nek4	NIMA (never in mitosis gene a)-related expressed kinase 4	MGI:1344404
Nek5	NIMA (never in mitosis gene a)-related expressed kinase 5	MGI:2142824
Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6	MGI:1891638
Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7	MGI:1890645
Nek8	NIMA (never in mitosis gene a)-related expressed kinase 8	MGI:1890646
Nek9	NIMA (never in mitosis gene a)-related expressed kinase 9	MGI:2387995
Nelfa	negative elongation factor complex member A, Whsc2	MGI:1346098
Nelfb	negative elongation factor complex member B,Negative elongation factor B	MGI:1931035
Nelfcd	negative elongation factor complex member C/D, Th1l	MGI:1926424
Nelfe	negative elongation factor complex member E, Rdbp	MGI:102744
Nell1	NEL-like 1	MGI:2443902
Nell1os	NEL-like 1, opposite strand	MGI:1920765
Nell2	NEL-like 2,Protein kinase C-binding protein NELL2	MGI:1858510
Nemf	nuclear export mediator factor	MGI:1918305
Nemp1	nuclear envelope integral membrane protein 1	MGI:2446113
Nemp2	nuclear envelope integral membrane protein 2	MGI:2444113
Nenf	neuron derived neurotrophic factor	MGI:1913458
Neo1	neogenin,Neogenin	MGI:1097159
Nepn	nephrocan	MGI:1913900
Nepro	nucleolus and neural progenitor protein	MGI:2384836
Nes	nestin	MGI:101784
Net1	neuroepithelial cell transforming gene 1	MGI:1927138
Neto1	neuropilin (NRP) and tolloid (TLL)-like 1	MGI:2180216
Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	MGI:1921763
Neu1	neuraminidase 1	MGI:97305
Neu2	neuraminidase 2	MGI:1344417
Neu3	neuraminidase 3	MGI:1355305
Neu4	sialidase 4	MGI:2661364
Neurl1a	neuralized E3 ubiquitin protein ligase 1A	MGI:1334263
Neurl1b	neuralized E3 ubiquitin protein ligase 1B	MGI:3643092
Neurl2	neuralized E3 ubiquitin protein ligase 2	MGI:3043305
Neurl3	neuralized E3 ubiquitin protein ligase 3	MGI:2429944
Neurl4	neuralized E3 ubiquitin protein ligase 4	MGI:1921092
Neurod1	neurogenic differentiation 1	MGI:1339708
Neurod2	neurogenic differentiation 2	MGI:107755
Neurod4	neurogenic differentiation 4	MGI:108055
Neurod5	neurogenic differentiation 5	MGI:893590
Neurod6	neurogenic differentiation 6	MGI:106593
Neurog1	neurogenin 1	MGI:107754
Neurog2	neurogenin 2	MGI:109619
Neurog3	neurogenin 3,Neurogenin-3	MGI:893591
Nexmif	neurite extension and migration factor	MGI:2148050
Nexn	nexilin	MGI:1916060
Nf1	neurofibromin 1	MGI:97306
Nf2	neurofibromin 2	MGI:97307
Nfam1	Nfat activating molecule with ITAM motif 1	MGI:1921289
Nfasc	neurofascin,Neurofascin	MGI:104753
Nfat5	nuclear factor of activated T cells 5	MGI:1859333
Nfatc1	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1	MGI:102469
Nfatc2	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2,Nuclear factor of activated T-cells, cytoplasmic 2	MGI:102463
Nfatc2ip	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 interacting protein	MGI:1329015
Nfatc3	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3	MGI:103296
Nfatc4	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4	MGI:1920431
Nfe2	nuclear factor, erythroid derived 2,Transcription factor NF-E2 45 kDa subunit	MGI:97308
Nfe2l1	nuclear factor, erythroid derived 2,-like 1	MGI:99421
Nfe2l2	nuclear factor, erythroid derived 2, like 2,Nuclear factor erythroid 2-related factor 2	MGI:108420
Nfe2l3	nuclear factor, erythroid derived 2, like 3	MGI:1339958
Nfia	nuclear factor I/A	MGI:108056
Nfib	nuclear factor I/B	MGI:103188
Nfic	nuclear factor I/C	MGI:109591
Nfil3	nuclear factor, interleukin 3, regulated	MGI:109495
Nfix	nuclear factor I/X	MGI:97311
Nfkb1	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105	MGI:97312
Nfkb2	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100	MGI:1099800
Nfkbia	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, alpha	MGI:104741
Nfkbib	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta	MGI:104752
Nfkbid	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, delta	MGI:3041243
Nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, epsilon	MGI:1194908
Nfkbil1	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor like 1	MGI:1340031
Nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta	MGI:1931595
Nfrkb	nuclear factor related to kappa B binding protein	MGI:2442410
Nfs1	nitrogen fixation gene 1 (S. cerevisiae)	MGI:1316706
Nfu1	NFU1 iron-sulfur cluster scaffold	MGI:1913290
Nfx1	nuclear transcription factor, X-box binding 1	MGI:1921414
Nfxl1	nuclear transcription factor, X-box binding-like 1	MGI:1923646
Nfya	nuclear transcription factor-Y alpha,Nuclear transcription factor Y subunit alpha	MGI:97316
Nfyb	nuclear transcription factor-Y beta,Nuclear transcription factor Y subunit beta	MGI:97317
Nfyc	nuclear transcription factor-Y gamma,Nuclear transcription factor Y subunit gamma	MGI:107901
Ngb	neuroglobin	MGI:2151886
Ngdn	neuroguidin, EIF4E binding protein	MGI:1916216
Ngef	neuronal guanine nucleotide exchange factor,Ephexin-1	MGI:1858414
Ngf	nerve growth factor,Beta-nerve growth factor	MGI:97321
Ngfr	nerve growth factor receptor (TNFR superfamily, member 16),Tumor necrosis factor receptor superfamily member 16	MGI:97323
Ngly1	N-glycanase 1	MGI:1913276
Ngp	neutrophilic granule protein	MGI:105983
Ngrn	neugrin, neurite outgrowth associated	MGI:1933212
Nhej1	non-homologous end joining factor 1	MGI:1922820
Nhlh1	nescient helix loop helix 1	MGI:98481
Nhlh2	nescient helix loop helix 2	MGI:97324
Nhlrc1	NHL repeat containing 1	MGI:2145264
Nhlrc2	NHL repeat containing 2	MGI:1914116
Nhlrc3	NHL repeat containing 3	MGI:2444520
Nhlrc4	NHL repeat containing 4	MGI:3687200
Nhp2	NHP2 ribonucleoprotein	MGI:1098547
Nhs	NHS actin remodeling regulator	MGI:2684894
Nhsl1	NHS-like 1	MGI:106390
Nhsl2	NHS-like 2	MGI:3645090
Niban1	niban apoptosis regulator 1	MGI:2137237
Niban2	niban apoptosis regulator 2	MGI:2442910
Niban3	niban apoptosis regulator 3	MGI:3686743
Nicn1	nicolin 1,Nicolin-1	MGI:1913507
Nid1	nidogen 1,Nidogen-1	MGI:97342
Nid2	nidogen 2,Nidogen-2	MGI:1298229
Nif3l1	Ngg1 interacting factor 3-like 1 (S. pombe)	MGI:1929485
Nifk	nucleolar protein interacting with the FHA domain of MKI67	MGI:1915199
Nim1k	NIM1 serine/threonine protein kinase	MGI:2442399
Nin	ninein	MGI:105108
Ninj1	ninjurin 1	MGI:1196617
Ninj2	ninjurin 2	MGI:1352751
Ninl	ninein-like	MGI:1925427
Nip7	NIP7, nucleolar pre-rRNA processing protein	MGI:1913414
Nipa1	non imprinted in Prader-Willi/Angelman syndrome 1 homolog (human)	MGI:2442058
Nipa2	non imprinted in Prader-Willi/Angelman syndrome 2 homolog (human)	MGI:1913918
Nipal1	NIPA-like domain containing 1	MGI:1917951
Nipal2	NIPA-like domain containing 2	MGI:1924488
Nipal3	NIPA-like domain containing 3	MGI:1921802
Nipal4	NIPA-like domain containing 4	MGI:2444671
Nipbl	NIPBL cohesin loading factor	MGI:1913976
Nipsnap1	nipsnap homolog 1	MGI:1278344
Nipsnap2	nipsnap homolog 2	MGI:1278343
Nipsnap3a	nipsnap homolog 3A	MGI:1920648
Nipsnap3b	nipsnap homolog 3B	MGI:1913786
Nisch	nischarin	MGI:1928323
Nit1	nitrilase 1	MGI:1350916
Nit2	nitrilase family, member 2	MGI:1261838
Nkain1	Na+/K+ transporting ATPase interacting 1	MGI:1914399
Nkain2	Na+/K+ transporting ATPase interacting 2	MGI:1923447
Nkain3	Na+/K+ transporting ATPase interacting 3	MGI:2444830
Nkain4	Na+/K+ transporting ATPase interacting 4	MGI:1915372
Nkap	NFKB activating protein	MGI:1914300
Nkapd1	NKAP domain containing 1	MGI:2143205
Nkapl	NFKB activating protein-like	MGI:1913957
Nkd1	naked cuticle 1	MGI:2135954
Nkd2	naked cuticle 2	MGI:1919543
Nkg7	natural killer cell group 7 sequence	MGI:1931250
Nkiras1	NFKB inhibitor interacting Ras-like protein 1	MGI:1916971
Nkiras2	NFKB inhibitor interacting Ras-like protein 2	MGI:1919216
Nkpd1	NTPase, KAP family P-loop domain containing 1	MGI:1916797
Nkrf	NF-kappaB repressing factor	MGI:1924536
Nktr	natural killer tumor recognition sequence	MGI:97346
Nkx1-1	NK1 homeobox 1	MGI:109346
Nkx1-2	NK1 homeobox 2	MGI:104806
Nkx2-1	NK2 homeobox 1	MGI:108067
Nkx2-2	NK2 homeobox 2	MGI:97347
Nkx2-2os	NK2 homeobox 2, opposite strand	MGI:3652259
Nkx2-3	NK2 homeobox 3	MGI:97348
Nkx2-4	NK2 homeobox 4	MGI:97349
Nkx2-5	NK2 homeobox 5	MGI:97350
Nkx2-6	NK2 homeobox 6	MGI:97351
Nkx2-9	NK2 homeobox 9	MGI:1270158
Nkx3-1	NK3 homeobox 1	MGI:97352
Nkx3-2	NK3 homeobox 2,Homeobox protein Nkx-3.2	MGI:108015
Nkx6-1	NK6 homeobox 1,Homeobox protein Nkx-6.1	MGI:1206039
Nkx6-2	NK6 homeobox 2	MGI:1352738
Nkx6-3	NK6 homeobox 3	MGI:1921811
Nle1	notchless homolog 1	MGI:2429770
Nlf1	neonatal lethal factor 1	MGI:97353
Nlf2	neonatal lethal factor 2	MGI:97354
Nlgn1	neuroligin 1	MGI:2179435
Nlgn2	neuroligin 2	MGI:2681835
Nlgn3	neuroligin 3	MGI:2444609
Nlgn4l	neuroligin 4-like	MGI:3775191
Nlk	nemo like kinase	MGI:1201387
Nln	neurolysin (metallopeptidase M3 family)	MGI:1923055
Nlrc3	NLR family, CARD domain containing 3	MGI:2444070
Nlrc4	NLR family, CARD domain containing 4,NLR family CARD domain-containing protein 4	MGI:3036243
Nlrc5	NLR family, CARD domain containing 5	MGI:3612191
Nlrp10	NLR family, pyrin domain containing 10	MGI:2444084
Nlrp12	NLR family, pyrin domain containing 12	MGI:2676630
Nlrp14	NLR family, pyrin domain containing 14	MGI:1924108
Nlrp1a	NLR family, pyrin domain containing 1A	MGI:2684861
Nlrp1b	NLR family, pyrin domain containing 1B	MGI:3582959
Nlrp2	NLR family, pyrin domain containing 2	MGI:3041206
Nlrp3	NLR family, pyrin domain containing 3,NACHT, LRR and PYD domains-containing protein 3	MGI:2653833
Nlrp4a	NLR family, pyrin domain containing 4A	MGI:2443697
Nlrp4b	NLR family, pyrin domain containing 4B	MGI:3056570
Nlrp4c	NLR family, pyrin domain containing 4C	MGI:1890518
Nlrp4e	NLR family, pyrin domain containing 4E	MGI:3056600
Nlrp4f	NLR family, pyrin domain containing 4F	MGI:2145528
Nlrp4g	NLR family, pyrin domain containing 4G	MGI:3700744
Nlrp5	NLR family, pyrin domain containing 5	MGI:1345193
Nlrp6	NLR family, pyrin domain containing 6	MGI:2141990
Nlrp9a	NLR family, pyrin domain containing 9A	MGI:2675292
Nlrp9b	NLR family, pyrin domain containing 9B	MGI:2675377
Nlrp9c	NLR family, pyrin domain containing 9C	MGI:3028627
Nlrx1	NLR family member X1	MGI:2429611
nm3	neurological mutant 3	MGI:3038234
nma	neuromuscular ataxia	MGI:1855684
Nmb	neuromedin B	MGI:1915289
Nmbr	neuromedin B receptor	MGI:1100525
Nmd3	NMD3 ribosome export adaptor	MGI:2140103
Nme1	NME/NM23 nucleoside diphosphate kinase 1	MGI:97355
Nme2	NME/NM23 nucleoside diphosphate kinase 2	MGI:97356
Nme3	NME/NM23 nucleoside diphosphate kinase 3	MGI:1930182
Nme4	NME/NM23 nucleoside diphosphate kinase 4	MGI:1931148
Nme5	NME/NM23 family member 5	MGI:1922783
Nme6	NME/NM23 nucleoside diphosphate kinase 6	MGI:1861676
Nme7	NME/NM23 family member 7	MGI:2449121
Nme8	NME/NM23 family member 8	MGI:1920662
Nme9	NME/NM23 family member 9	MGI:4359686
nmf110	neuroscience mutagenesis facility, 110	MGI:2678010
nmf111	neuroscience mutagenesis facility, 111	MGI:2678251
nmf118	neuroscience mutagenesis facility, 118	MGI:2663825
nmf127	neuroscience mutagenesis facility, 127	MGI:2681940
Nmf128	neuroscience mutagenesis facility, 128	MGI:2683163
nmf131	neuroscience mutagenesis facility, 131	MGI:3053678
nmf148	neuroscience mutagenesis facility, 148	MGI:2663828
Nmf15	neuroscience mutagenesis facility, 15	MGI:2651833
